pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_ALLOGRAFT_REJECTION	0.130372492836676	0.473567193675889	0.144630528034484	0.652119092756765	1.35162592966031	4	CCL4 MMP9 CCL5 GZMA
HALLMARK_ANDROGEN_RESPONSE	0.374045801526718	0.700692041522491	0.0925528864684773	-0.840909090909091	-1.14842729970326	1	FKBP5
HALLMARK_ANGIOGENESIS	0.58969465648855	0.758178844056707	0.0683110858318647	-0.727272727272727	-0.993234421364985	1	S100A4
HALLMARK_APICAL_JUNCTION	0.5234375	0.74456106870229	0.0643583367917361	0.510675722028804	0.965953937932142	3	MMP9 PFN1
HALLMARK_COAGULATION	0.140316205533597	0.473567193675889	0.165656695205483	0.931818181818182	1.30081045423132	1	MMP9
HALLMARK_COMPLEMENT	0.11968085106383	0.473567193675889	0.14551614609036	0.58974358974359	1.36820160398726	6	LTF S100A12 S100A9 CCL5 GZMA PFN1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.430830039525692	0.700692041522491	0.0865399737444125	0.795454545454545	1.11044794873406	1	EMP3
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.374045801526718	0.700692041522491	0.0925528864684773	-0.840909090909091	-1.14842729970326	1	FKBP5
HALLMARK_ESTROGEN_RESPONSE_LATE	0.418338108882521	0.700692041522491	0.0711327399327894	0.505812167466116	1.04838034751405	4	LTF DUSP2 S100A9
HALLMARK_G2M_CHECKPOINT	0.0869565217391304	0.473567193675889	0.213927855492356	0.977272727272727	1.36426462273041	1	MT2A
HALLMARK_GLYCOLYSIS	0.112595419847328	0.473567193675889	0.183023938384487	-0.977272727272727	-1.3346587537092	1	CXCR4
HALLMARK_HYPOXIA	0.198087431693989	0.52873746218755	0.11101149245045	0.571562452702665	1.2688847726019	5	MT2A MT1E
HALLMARK_INFLAMMATORY_RESPONSE	0.8796875	0.913521634615385	0.0402477565068868	0.361693752962452	0.6841513898713	3	EMP3 CCL5 NFKBIA
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.653005464480874	0.76197628458498	0.0477342401407188	0.386030427497479	0.856998441546283	5	MT2A CCL5 GZMA
HALLMARK_KRAS_SIGNALING_UP	0.215411558669002	0.52873746218755	0.122107920287081	0.732531353885807	1.20322012204734	2	MMP9
HALLMARK_MTORC1_SIGNALING	0.112595419847328	0.473567193675889	0.183023938384487	-0.977272727272727	-1.3346587537092	1	CXCR4
HALLMARK_MYC_TARGETS_V1	0.441176470588235	0.700692041522491	0.0928481214159878	-0.604651162790698	-1.05386029411765	2	RPS5 PSMA7
HALLMARK_MYC_TARGETS_V2	0.545454545454545	0.74456106870229	0.0739901439101342	0.727272727272727	1.01526669598542	1	DUSP2
HALLMARK_MYOGENESIS	0.705533596837945	0.76197628458498	0.0613026075396207	0.636363636363636	0.888358358987246	1	LSP1
HALLMARK_P53_PATHWAY	0.203619909502262	0.52873746218755	0.14551614609036	-0.744186046511628	-1.29705882352941	2	BTG1 S100A4
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.68552036199095	0.76197628458498	0.0692836467392548	-0.488372093023256	-0.851194852941176	2	CXCR4 PFN1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.929864253393665	0.929864253393665	0.0546808488785442	-0.372093023255814	-0.648529411764706	2	JUNB LSP1
HALLMARK_TGF_BETA_SIGNALING	0.551526717557252	0.74456106870229	0.0716527366829457	-0.75	-1.02427299703264	1	JUNB
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.624203821656051	0.76197628458498	0.0466015072985992	0.366520812874667	0.888741449398433	7	CCL4 DUSP2 CEBPD CCL5
HALLMARK_UV_RESPONSE_DN	0.308300395256917	0.693675889328063	0.106323255932708	0.863636363636364	1.20562920148269	1	MT1E
HALLMARK_UV_RESPONSE_UP	0.10455764075067	0.473567193675889	0.227987202850442	-0.690476190476191	-1.44874135072509	3	BTG1 JUNB NFKBIA
HALLMARK_XENOBIOTIC_METABOLISM	0.0869565217391304	0.473567193675889	0.213927855492356	0.977272727272727	1.36426462273041	1	MT2A
