pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_ANDROGEN_RESPONSE	0.25147347740668	0.50294695481336	0.119348440591015	-0.904761904761905	-1.20019895548371	1	SRF
HALLMARK_APICAL_JUNCTION	0.0811359026369168	0.50294695481336	0.224966093540314	1	1.31383519837233	1	SIRPA
HALLMARK_COAGULATION	0.45841784989858	0.573022312373225	0.0845557442441281	0.80952380952381	1.06358087487284	1	SERPINA1
HALLMARK_COMPLEMENT	0.219589257503949	0.50294695481336	0.11378726182188	0.8	1.24603237258499	2	SERPINA1 S100A12
HALLMARK_DNA_REPAIR	1	1	0.0448645113168564	-0.523809523809524	-0.694852026858991	1	MPC2
HALLMARK_ESTROGEN_RESPONSE_LATE	0.45841784989858	0.573022312373225	0.0845557442441281	0.80952380952381	1.06358087487284	1	SERPINA1
HALLMARK_FATTY_ACID_METABOLISM	0.180746561886051	0.50294695481336	0.143758989039275	-0.952380952380952	-1.2633673215618	1	UROD
HALLMARK_HEME_METABOLISM	0.908805031446541	1	0.0716527366829457	-0.315789473684211	-0.643172326241626	3	UROD GYPA SLC30A1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.420432220039293	0.573022312373225	0.0875697115548511	-0.80952380952381	-1.07386222332753	1	COX5B
HALLMARK_UV_RESPONSE_UP	0.180746561886051	0.50294695481336	0.143758989039275	-0.952380952380952	-1.2633673215618	1	UROD
