pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_ALLOGRAFT_REJECTION	0.120547945205479	0.622831050228311	0.147331213699377	0.684451366310374	1.40707314492093	4	CCL4 CCL5
HALLMARK_ANDROGEN_RESPONSE	0.292974588938715	0.698631712084627	0.0925528864684773	0.609821408784531	1.1500629682719	3	RRP12 SGK1 ELL2
HALLMARK_APOPTOSIS	0.599198396793587	0.790921139827701	0.0699458736501659	0.707070707070707	0.937424368731008	1	IER3
HALLMARK_BILE_ACID_METABOLISM	0.248508946322068	0.698631712084627	0.120985142145252	-0.888888888888889	-1.18650623119897	1	PRDX5
HALLMARK_COAGULATION	0.575980392156863	0.790921139827701	0.0824344091527096	-0.520408163265306	-0.925735327259307	2	CTSH DUSP6
HALLMARK_COMPLEMENT	0.852054794520548	0.906641123882503	0.0356176233437444	0.315993667663409	0.6496096371771	4	CCL5 PIK3CG DUSP6 CTSH
HALLMARK_DNA_REPAIR	0.0601202404809619	0.465931863727455	0.261663521711573	0.97979797979798	1.29900233952725	1	PDE4B
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.382660687593423	0.741405082212257	0.0778840111977068	0.560373370443226	1.05680885004838	3	CXCL8 TPM1
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.208416833667335	0.698631712084627	0.134273452883202	0.909090909090909	1.20525990265415	1	RRP12
HALLMARK_ESTROGEN_RESPONSE_LATE	0.366733466933868	0.741405082212257	0.0965629554309422	0.828282828282828	1.0981256890849	1	SGK1
HALLMARK_FATTY_ACID_METABOLISM	0.17434869739479	0.698631712084627	0.148261500475107	0.929292929292929	1.23204345604647	1	XIST
HALLMARK_G2M_CHECKPOINT	0.531062124248497	0.790921139827701	0.0760837160951725	0.737373737373737	0.977599698819479	1	CHMP1A
HALLMARK_GLYCOLYSIS	0.590433482810164	0.790921139827701	0.0565299525056311	0.46565940739075	0.878187667000653	3	IRS2 IER3
HALLMARK_HEME_METABOLISM	0.591715976331361	0.790921139827701	0.0913924325943768	-0.43298969072165	-0.911082148266545	3	FOXO3 YPEL5 ELL2
HALLMARK_HYPOXIA	0.869731800766284	0.906641123882503	0.0843144320642653	-0.252631578947368	-0.707505253502264	5	FOXO3 PRDX5 CXCR4 IER3 IRS2
HALLMARK_IL2_STAT5_SIGNALING	0.0320848918356938	0.457120682964688	0.321775918075361	-0.887755102040816	-1.57919555826588	2	CAPG CKAP4
HALLMARK_INFLAMMATORY_RESPONSE	0.0338886988792767	0.457120682964688	0.321775918075361	0.714524606529159	1.73474980985584	8	PDE4B RGS1 CCL5 C3AR1 PTGER4 CXCL8
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.727634194831014	0.835431853324498	0.0601186142531851	-0.636363636363636	-0.849430597335626	1	CD74
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.1	0.62	0.163180127180689	0.696173412666238	1.43117095148937	4	PDE4B CCL5
HALLMARK_KRAS_SIGNALING_DN	0.366733466933868	0.741405082212257	0.0965629554309422	0.828282828282828	1.0981256890849	1	SGK1
HALLMARK_KRAS_SIGNALING_UP	0.877394636015326	0.906641123882503	0.0838361057159929	-0.246929127773995	-0.691535301607047	5	PTGS2 LAPTM5
HALLMARK_MTORC1_SIGNALING	0.612326043737575	0.790921139827701	0.0684714904492088	-0.696969696969697	-0.930328749462829	1	CXCR4
HALLMARK_MYC_TARGETS_V1	0.664015904572565	0.791711270836519	0.0645031249656493	-0.676767676767677	-0.903362698753761	1	SLC25A3
HALLMARK_MYC_TARGETS_V2	0.208416833667335	0.698631712084627	0.134273452883202	0.909090909090909	1.20525990265415	1	RRP12
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.664015904572565	0.791711270836519	0.0645031249656493	-0.676767676767677	-0.903362698753761	1	SLC25A3
HALLMARK_P53_PATHWAY	0.92603550295858	0.92603550295858	0.0676760401641789	-0.298969072164948	-0.629080530945947	3	FOXO3 PTPRE IER3
HALLMARK_PEROXISOME	0.248508946322068	0.698631712084627	0.120985142145252	-0.888888888888889	-1.18650623119897	1	PRDX5
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.612326043737575	0.790921139827701	0.0684714904492088	-0.696969696969697	-0.930328749462829	1	CXCR4
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.290258449304175	0.698631712084627	0.110564716336619	-0.858585858585859	-1.14605715513537	1	MPO
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0442374854481956	0.457120682964688	0.231126709673834	0.641793900403198	1.67656254478753	12	PDE4B CCL4 PER1 CCL5 SGK1 PTGER4 FOSB IRS2 IER3
HALLMARK_UV_RESPONSE_UP	0.454909819639279	0.790921139827701	0.0843144320642653	0.777777777777778	1.03116680560411	1	FOSB
