Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006260~DNA replication	12	10.344827586206897	3.005823538178403E-11	FAM111B, PIF1, GINS2, FAM111A, DUT, RRM2, PCNA, PCLAF, MCM4, MCM5, MCM6, MCM2	100	121	19256	19.09685950413223	2.509867114142139E-8	2.5098626543789665E-8	2.470786948382647E-8
GOTERM_BP_DIRECT	GO:0051301~cell division	17	14.655172413793101	1.2404400869325095E-10	CDCA3, CDCA5, PLK1, NCAPG2, PIMREG, AURKA, CDC20, CENPE, CCNB2, CENPF, CCNB1, PSRC1, PTTG1, UBE2S, MCM5, FBXO5, SPC25	100	386	19256	8.480621761658032	1.0357673241312426E-7	5.178837362943227E-8	5.098208757292614E-8
GOTERM_BP_DIRECT	GO:0000727~double-strand break repair via break-induced replication	6	5.172413793103448	2.4966374453250272E-9	GINS2, MCM3, MCM4, MCM5, MCM6, MCM2	100	12	19256	96.27999999999999	2.084690102321929E-6	6.948974222821326E-7	6.840786600190574E-7
GOTERM_BP_DIRECT	GO:0006268~DNA unwinding involved in DNA replication	6	5.172413793103448	6.183711613391644E-8	GINS2, MCM3, MCM4, MCM5, MCM6, MCM2	100	21	19256	55.01714285714286	5.1632660523548424E-5	1.2908497992955056E-5	1.2707527365519828E-5
GOTERM_BP_DIRECT	GO:0030174~regulation of DNA-dependent DNA replication initiation	5	4.310344827586207	4.535533625749835E-7	MCM3, MCM4, MCM5, MCM6, MCM2	100	13	19256	74.06153846153846	3.78645439314762E-4	7.574341155002225E-5	7.456417280732729E-5
GOTERM_BP_DIRECT	GO:0000278~mitotic cell cycle	8	6.896551724137931	6.8306621097269205E-6	CENPE, CENPF, CDCA5, XRCC2, PLK1, MYBL2, TUBA4A, AURKA	100	137	19256	11.244379562043795	0.005687387567822277	9.506004769369964E-4	9.358007090325882E-4
GOTERM_BP_DIRECT	GO:0007052~mitotic spindle organization	6	5.172413793103448	1.0067553326660145E-5	CENPE, CCNB1, PLK1, DLGAP5, AURKA, SPC25	100	56	19256	20.63142857142857	0.008371213952710566	0.0010994926809670697	0.001082374830844229
GOTERM_BP_DIRECT	GO:0006270~DNA replication initiation	5	4.310344827586207	1.0534061614055757E-5	MCM3, MCM4, MCM5, MCM6, MCM2	100	27	19256	35.659259259259265	0.008757416250522732	0.0010994926809670697	0.001082374830844229
GOTERM_BP_DIRECT	GO:0007049~cell cycle	11	9.482758620689655	1.317962558751135E-5	CDCA3, CDCA5, PLK1, MCM3, MCM4, MCM5, MCM6, PIMREG, AURKA, CDKN3, MCM2	100	351	19256	6.034643874643875	0.01094472574526939	0.0012227763739524418	0.001203739136992703
GOTERM_BP_DIRECT	GO:0051382~kinetochore assembly	4	3.4482758620689653	3.631718504148058E-5	CENPE, CENPF, CENPA, DLGAP5	100	13	19256	59.24923076923077	0.029870198229989264	0.003032484950963629	0.002985272610409704
GOTERM_BP_DIRECT	GO:0007057~spindle assembly involved in female meiosis I	3	2.586206896551724	1.5594854206984934E-4	CCNB2, FBXO5, AURKA	100	4	19256	144.42	0.12210403851704299	0.011837912057120382	0.011653609234674197
GOTERM_BP_DIRECT	GO:1902975~mitotic DNA replication initiation	3	2.586206896551724	2.5904195423264467E-4	MCM3, MCM4, MCM2	100	5	19256	115.536	0.19452897786455892	0.018025002648688192	0.01774437386493616
GOTERM_BP_DIRECT	GO:0032508~DNA duplex unwinding	5	4.310344827586207	2.917498486629187E-4	PIF1, MCM3, MCM4, MCM5, MCM2	100	62	19256	15.529032258064516	0.21623548502416845	0.018739317202579778	0.01844756735391686
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint	4	3.4482758620689653	4.838554909759202E-4	CDC20, CENPF, PLK1, SPC25	100	30	19256	25.674666666666667	0.3324340619509063	0.028858523926063813	0.02840922954158617
GOTERM_BP_DIRECT	GO:1904668~positive regulation of ubiquitin protein ligase activity	3	2.586206896551724	0.0011462813786492435	CDC20, UBE2S, PLK1	100	10	19256	57.768	0.6162231248109504	0.06380966341147455	0.06281621954997854
GOTERM_BP_DIRECT	GO:0007080~mitotic metaphase plate congression	4	3.4482758620689653	0.0014982743513245439	CENPE, CCNB1, PSRC1, CDCA5	100	44	19256	17.505454545454544	0.7140668496201057	0.07469352110927956	0.07353062796626084
GOTERM_BP_DIRECT	GO:0007059~chromosome segregation	5	4.310344827586207	0.0015207064177937156	TOP2A, CENPE, CENPF, DLGAP5, SPC25	100	96	19256	10.029166666666667	0.7193806986221614	0.07469352110927956	0.07353062796626084
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	4	3.4482758620689653	0.004376673881460981	PLK1, KIF23, KIF20A, CENPA	100	64	19256	12.035	0.9743328529400834	0.20302903838999548	0.19986810725338477
GOTERM_BP_DIRECT	GO:0007346~regulation of mitotic cell cycle	4	3.4482758620689653	0.0049767778871659535	CDC20, PLK1, FBXO5, DLGAP5	100	67	19256	11.496119402985075	0.9844855704023882	0.21871629135703005	0.21531112753949547
GOTERM_BP_DIRECT	GO:0071353~cellular response to interleukin-4	3	2.586206896551724	0.006708834036890245	LEF1, GATA3, MCM2	100	24	19256	24.069999999999997	0.9963780833049559	0.2800938210401677	0.2757330789161891
GOTERM_BP_DIRECT	GO:0007018~microtubule-based movement	4	3.4482758620689653	0.008135750856605062	CENPE, KIF26B, KIF23, KIF20A	100	80	19256	9.628	0.9989095199647252	0.32349295072691553	0.3184565335299696
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	4	3.4482758620689653	0.008705139492449783	PCNA, HPGD, ALDH1A2, IGFBP2	100	82	19256	9.393170731707317	0.9993248760224932	0.330399612554344	0.32525566649062376
GOTERM_BP_DIRECT	GO:0021873~forebrain neuroblast division	2	1.7241379310344827	0.010256342484290252	ASPM, LEF1	100	2	19256	192.56	0.9998174098417297	0.37234982497314606	0.36655276182985164
GOTERM_BP_DIRECT	GO:0001578~microtubule bundle formation	3	2.586206896551724	0.011042372244336709	PSRC1, PLK1, KIF20A	100	31	19256	18.634838709677418	0.9999059483212918	0.3841825343342146	0.3782012493685323
GOTERM_BP_DIRECT	GO:0072092~ureteric bud invasion	2	1.7241379310344827	0.015345395258068145	KIF26B, FMN1	100	3	19256	128.37333333333333	0.9999975335628898	0.4928232707879577	0.4851505731589237
GOTERM_BP_DIRECT	GO:0001766~membrane raft polarization	2	1.7241379310344827	0.015345395258068145	CD2, MAL	100	3	19256	128.37333333333333	0.9999975335628898	0.4928232707879577	0.4851505731589237
GOTERM_BP_DIRECT	GO:0050767~regulation of neurogenesis	3	2.586206896551724	0.017135099239165202	DLL4, LEF1, HMGB2	100	39	19256	14.81230769230769	0.9999994600607899	0.5109931380251052	0.5030375562354927
GOTERM_BP_DIRECT	GO:0032465~regulation of cytokinesis	3	2.586206896551724	0.017135099239165202	PLK1, KIF20A, AURKA	100	39	19256	14.81230769230769	0.9999994600607899	0.5109931380251052	0.5030375562354927
GOTERM_BP_DIRECT	GO:0008584~male gonad development	4	3.4482758620689653	0.017799359946338765	ASPM, HMGB2, GATA3, CSMD1	100	107	19256	7.198504672897196	0.9999996929722061	0.51249881224803	0.5045197888238091
GOTERM_BP_DIRECT	GO:0030217~T cell differentiation	3	2.586206896551724	0.01883661174224793	DLL4, GATA3, SOX4	100	41	19256	14.089756097560974	0.999999872938452	0.5163980113971937	0.5083582818784349
GOTERM_BP_DIRECT	GO:0035799~ureter maturation	2	1.7241379310344827	0.020408544163002862	ALDH1A2, GATA3	100	4	19256	96.28	0.9999999666907097	0.5163980113971937	0.5083582818784349
GOTERM_BP_DIRECT	GO:0007079~mitotic chromosome movement towards spindle pole	2	1.7241379310344827	0.020408544163002862	CENPE, DLGAP5	100	4	19256	96.28	0.9999999666907097	0.5163980113971937	0.5083582818784349
GOTERM_BP_DIRECT	GO:0002520~immune system development	2	1.7241379310344827	0.020408544163002862	GATA3, CACNA1C	100	4	19256	96.28	0.9999999666907097	0.5163980113971937	0.5083582818784349
GOTERM_BP_DIRECT	GO:0007507~heart development	5	4.310344827586207	0.023171996420222645	PDLIM3, PCNA, MB, CACNA1C, SOX4	100	210	19256	4.584761904761906	0.9999999968514204	0.5563409083105996	0.5476793133309137
GOTERM_BP_DIRECT	GO:0001822~kidney development	4	3.4482758620689653	0.023501286173968766	CENPF, HPGD, ALDH1A2, GATA3	100	119	19256	6.472605042016807	0.9999999976239853	0.5563409083105996	0.5476793133309137
